route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color
218,2,"218","OS. SOBIESKIEGO - FRANOWO|FRANOWO - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Stróżyńskiego - Szymanowskiego - Opieńskiego - Umultowska - Stoińskiego - Łużycka - al. Praw Kobiet - Murawa - Słowiańska - Księcia Mieszka I - Pułaskiego - Roosevelta - Głogowska - Hetmańska - Zamenhofa - Orla - Pawia - Inflancka - Kurlandzka - Szwajcarska - FRANOWO^R - kurs skrócony do przystanku: Rondo Kaponiera|FRANOWO - Kurlandzka - Inflancka - Pawia - Orla - Hetmańska - Głogowska - Roosevelta - Pułaskiego - Księcia Mieszka I - Słowiańska - Murawa - al. Praw Kobiet - Łużycka - Stoińskiego - Umultowska - Opieńskiego - Szymanowskiego - Smoleńska - Stróżyńskiego - OS. SOBIESKIEGO^R - kurs skrócony do przystanku: Rondo Kaponiera",3,000000,FFFFFF
219,8,"219","WICHROWA - POZNAŃ GŁÓWNY|POZNAŃ GŁÓWNY - WICHROWA","WICHROWA - Dąbrowskiego - Polska - Nowina - Szpitalna - Dąbrowskiego - Kraszewskiego - Zwierzyniecka - Dworcowa - POZNAŃ GŁÓWNY^A - kursuje przez Kiekrz Sanktuarium|POZNAŃ GŁÓWNY - Zwierzyniecka - Kraszewskiego - Dąbrowskiego - Szpitalna - Nowina - Dąbrowskiego - Sianowska - Dąbrowskiego - WICHROWA^K - Kurs wydłużony do pętli: Kiekrz^O - Kurs skrócony do przystanku: Ogrody^R - Kurs wydłużony do pętli: Starzyny/Rynkowa, z wjazdem na pętle Kiekrz",3,000000,FFFFFF
220,2,"220","GARBARY PKM - GARBARY PKM","GARBARY PKM - Garbary - Kazimierza Wielkiego - Mostowa - Kórnicka - Jana Pawła II - Krzywoustego - Torowa - Ługańska - Szczepankowo - Gospodarska - Spławie - Ostrowska - Tarnowska - Pabianicka - Pokrzywno - Torowa - Krzywoustego - Jana Pawła II - Kórnicka - Mostowa - Garbary - GARBARY PKM",3,000000,FFFFFF
221,2,"221","SYPNIEWO - GARBARY PKM|GARBARY PKM - SYPNIEWO|GARBARY PKM - SYPNIEWO","SYPNIEWO - Sypniewo - Głuszyna - Starołęcka - Książęca - Starołęcka - Zamenhofa - Jana Pawła II - Kórnicka - Mostowa - Garbary - GARBARY PKM|GARBARY PKM - Kazimierza Wielkiego - Mostowa - Kórnicka - Jana Pawła II - Zamenhofa - Starołęcka - Książęca - Starołęcka - Głuszyna - Sypniewo - SYPNIEWO^F - kurs skrócony do przystanku: Starołęka PKM (Forteczna)|GARBARY PKM - Garbary - Kazimierza Wielkiego - Mostowa - Kórnicka - Jana Pawła II - Zamenhofa - Starołęcka - Książęca - Starołęcka - Głuszyna - Sypniewo - SYPNIEWO^F - kurs skrócony do przystanku: Starołęka PKM (Forteczna)",3,000000,FFFFFF
222,2,"222","MOGILEŃSKA - PORT LOTNICZY ŁAWICA|PORT LOTNICZY ŁAWICA - MOGILEŃSKA","MOGILEŃSKA - Pusta - Warszawska - Browarna - Abpa Dymka - Folwarczna - Szwajcarska - Kurlandzka - Chartowo - Piaśnicka - Inflancka - Piłsudskiego - Zamenhofa - Krzywoustego - Królowej Jadwigi - al. Niepodległości - Roosevelta - Bukowska - Grochowska - Marcelińska - Bułgarska - Bukowska - Leśnych Skrzatów - Brzechwy - Bukowska - PORT LOTNICZY ŁAWICA^D - kurs z wjazdem na przystanek: Darzybór^R - kurs skrócony do przystanku: Rondo Kaponiera|PORT LOTNICZY ŁAWICA - Perzycka - Złotowska - Brzechwy - Leśnych Skrzatów - Bukowska - Bułgarska - Marcelińska - Grochowska - Bukowska - Zwierzyniecka - Roosevelta - al. Niepodległości - Królowej Jadwigi - Krzywoustego - Zamenhofa - Piłsudskiego - Inflancka - Piaśnicka - Chartowo - Kurlandzka - Szwajcarska - Folwarczna - Abpa Dymka - Browarna - Światopełka - Warszawska - Pusta - MOGILEŃSKA^D - kurs z wjazdem na przystanek: Darzybór^R - kurs skrócony do przystanku: Rondo Kaponiera",3,000000,FFFFFF
223,2,"223","KACZA - MOGILEŃSKA|MOGILEŃSKA - KACZA","KACZA - Kacza - Mrągowska - Promienista - Ściegiennego - Zgoda - Głogowska - Roosevelta - al. Niepodległości - Solna - Estkowskiego - Wyszyńskiego - Jana Pawła II - Warszawska - Pusta - MOGILEŃSKA^R - kurs skrócony do przystanku: Rondo Kaponiera^Z - kurs wydłużony do pętli: Zieliniec|MOGILEŃSKA - Warszawska - Jana Pawła II - Wyszyńskiego - Małe Garbary - Solna - al. Niepodległości - Roosevelta - Głogowska - Zgoda - Ściegiennego - Promienista - Mrągowska - Kacza - KACZA^A - kurs do  Rondo Kaponiera^D - na pętli Górczyn PKM możliwa przesiadka na autobus linii 175 w kierunku Dębca PKM",3,000000,FFFFFF
224,2,"224","JUNIKOWO PKM - BORANTA|BORANTA - JUNIKOWO PKM","JUNIKOWO PKM - Grunwaldzka - Matejki - Wyspiańskiego - Głogowska - Roosevelta - al. Niepodległości - Solna - Garbary - Szelągowska - Serbska - Lechicka - al. Praw Kobiet - Naramowicka - Boranta - BORANTA^A - kurs skrócony do przystanku Rondo Kaponiera^R - kurs skrócony do przystanku: Rondo Kaponiera|BORANTA - Naramowicka - al. Praw Kobiet - Lechicka - Wilczak - Szelągowska - Garbary - Małe Garbary - Solna - al. Niepodległości - Roosevelta - Głogowska - Berwińskiego - Wyspiańskiego - Grunwaldzka - JUNIKOWO PKM^M - kurs do przystanku: Malwowa z pominięciem przystanku: Junikowo PKM^P - kurs wydłużony do przystaku: Plewiska/Straż Pożarna^R - kurs skrócony do przystanku: Rondo Kaponiera",3,000000,FFFFFF
226,2,"226","POZNAŃ GŁÓWNY - POZNAŃ GŁÓWNY","POZNAŃ GŁÓWNY - Dworcowa - Roosevelta - Dąbrowskiego - Kościelna - Nad Wierzbakiem - Wojska Polskiego - Golęcińska - Koszalińska - Literacka - Koszalińska - Biskupińska - Strzeszyńska - Jasielska - Druskienicka - Szczawnicka - Lutycka - Juraszów - Piątkowska - Aleje Solidarności - Witosa - Wojska Polskiego - Nad Wierzbakiem - Kościelna - Dąbrowskiego - Roosevelta - Dworcowa - POZNAŃ GŁÓWNY",3,000000,FFFFFF
227,2,"227","KOZIEGŁOWY OS. LEŚNE - RONDO RATAJE|RONDO RATAJE - KOZIEGŁOWY OS. LEŚNE","KOZIEGŁOWY OS. LEŚNE - Koziegłowy/Piłsudskiego - Koziegłowy/Piaskowa - Koziegłowy/Poznańska - Gdyńska - Główna - Zawady - Podwale - Jana Pawła II - Krzywoustego - RONDO RATAJE^A - kurs do  Rondo Rataje^S - kurs skrócony do przystanku: Rondo Śródka|RONDO RATAJE - Jana Pawła II - Zawady - Główna - Gdyńska - Koziegłowy/Poznańska - Koziegłowy/Piłsudskiego - KOZIEGŁOWY OS. LEŚNE^G - kurs skrócony do przystanku: Główna^J - kurs skrócony do pętli: Bogucin^K - kurs wydłużony do pętli: Kicin^S - kurs skrócony do przystanku: Rondo Śródka",3,000000,FFFFFF
231,2,"231","UNII LUBELSKIEJ - OS. SOBIESKIEGO|OS. SOBIESKIEGO - UNII LUBELSKIEJ","UNII LUBELSKIEJ - Unii Lubelskiej - Żegrze - Chartowo - Piaśnicka - Milczańska - Brneńska - Krzywoustego - Jana Pawła II - Wyszyńskiego - Małe Garbary - Solna - al. Niepodległości - Roosevelta - Pułaskiego - Księcia Mieszka I - Szeligowskiego - Szymanowskiego - Smoleńska - Stróżyńskiego - OS. SOBIESKIEGO^L - kurs skrócony do przystanku: Os. Lecha^R - kurs skrócony do przystanku: Rondo Kaponiera|OS. SOBIESKIEGO - Szeligowskiego - Księcia Mieszka I - Pułaskiego - Roosevelta - al. Niepodległości - Solna - Estkowskiego - Wyszyńskiego - Jana Pawła II - Brneńska - Milczańska - Inflancka - Piaśnicka - Chartowo - Żegrze - Unii Lubelskiej - UNII LUBELSKIEJ^L - kurs skrócony do przystanku: Os. Lecha",3,000000,FFFFFF
250,7,"250","GÓRCZYN PKM - GŁUCHOWO STAWNA|GŁUCHOWO STAWNA - GÓRCZYN PKM","GÓRCZYN PKM - Zgoda - Głogowska - Lerczakówny - Kowalewicka - Kotowo - Luboń/Poniatowskiego - Luboń/Pleszewska - Komorniki/Żabikowska - Komorniki/Komornicka - Komorniki/Poznańska - Szreniawa/Poznańska - Rosnówko/Termalna - Rosnówko/Bukowa - Walerianowo/Bukowa - Rosnowo/Bukowa - Chomęcice/Poznańska - Konarzewo/Poznańska - Chomęcice/Poznańska - Głuchowo/Stawna - GŁUCHOWO STAWNA|GŁUCHOWO STAWNA - Chomęcice/Poznańska - Konarzewo/Poznańska - Chomęcice/Poznańska - Rosnowo/Sadowa - Rosnowo/Bukowa - Walerianowo/Bukowa - Rosnówko/Bukowa - Rosnówko/Termalna - Szreniawa/Poznańska - Komorniki/Poznańska - Komorniki/Nizinna - Komorniki/Komornicka - Komorniki/Żabikowska - Luboń/Pleszewska - Luboń/Poniatowskiego - Kotowo - Modlibowskiej - Fabianowo - Głogowska - Zgoda - GÓRCZYN PKM",3,000000,FFFFFF
252,5,"252","RONDO ŚRÓDKA - PRZEBĘDOWO PĘTLA|PRZEBĘDOWO PĘTLA - RONDO ŚRÓDKA","RONDO ŚRÓDKA - Jana Pawła II - Podwale - Prymasa Hlonda - Bałtycka - Gdyńska - Koziegłowy/Gdyńska - Czerwonak/Gdyńska - Miękowo/Poznańska - Owińska/Poznańska - Owińska/Kolejowa - Owińska/Dworcowa - Owińska/Zielona - Owińska/Ks. Piotrowskiego - Bolechowo/Poznańska - Bolechowo/Poligonowa - Bolechowo-Os./Wojska Polskiego - Promnice/Wojska Polskiego - Biedrusko/Zjednoczenia - Promnice/Wojska Polskiego - Bolechowo-Os./Obornicka - Szlachęcin/ - M. Goślina/Kutrzeby - M. Goślina/Długa - M. Goślina/Poznańska - M. Goślina/Mostowa - M. Goślina/Kolejowa - M. Goślina/Rogozińska - Przebędowo/ - PRZEBĘDOWO PĘTLA|PRZEBĘDOWO PĘTLA - M. Goślina/Rogozińska - M. Goślina/Kolejowa - M. Goślina/Wojska Polskiego - M. Goślina/Poznańska - M. Goślina/Długa - M. Goślina/Kutrzeby - Szlachęcin/ - Bolechowo-Os./Obornicka - Promnice/Północna - Bolechowo-Os./Wojska Polskiego - Bolechowo/Poznańska - Owińska/Ks. Piotrowskiego - Owińska/Zielona - Owińska/Dworcowa - Owińska/Kolejowa - Owińska/Poznańska - Miękowo/Poznańska - Czerwonak/Gdyńska - Koziegłowy/Gdyńska - Gdyńska - Bałtycka - Prymasa Hlonda - Podwale - Jana Pawła II - RONDO ŚRÓDKA",3,000000,FFFFFF
253,9,"253","OS. SOBIESKIEGO - CHLUDOWO SZKOŁA|CHLUDOWO SZKOŁA - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Stróżyńskiego - Szeligowskiego - Szymanowskiego - Stróżyńskiego - Morasko - Suchy Las/Meteorytowa - Suchy Las/Leśna - Suchy Las/Obornicka - Jelonek/Obornicka - Złotniki/Obornicka - Złotniki/Łagiewnicka - Złotniki/Obornicka - Złotkowo/Obornicka - Złotkowo/Lipowa - Złotkowo/Złota - Złotkowo/Sobocka - Golęczewo/Dworcowa - Zielątkowo/Dworcowa - Zielątkowo/Leśna - Zielątkowo/Dworcowa - Chludowo/Dworcowa - Chludowo/Poznańska - CHLUDOWO SZKOŁA|CHLUDOWO SZKOŁA - Chludowo/Rynek - Chludowo/Kościelna - Chludowo/Dworcowa - Zielątkowo/Dworcowa - Zielątkowo/Leśna - Zielątkowo/Dworcowa - Golęczewo/Dworcowa - Golęczewo/Obornicka - Złotkowo/Sobocka - Złotkowo/Złota - Złotkowo/Lipowa - Złotkowo/Obornicka - Złotniki/Obornicka - Złotniki/Łagiewnicka - Złotniki/Obornicka - Jelonek/Obornicka - Suchy Las/Obornicka - Suchy Las/Bogusławskiego - Suchy Las/Leśna - Suchy Las/Meteorytowa - Morasko - Stróżyńskiego - Szymanowskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO",3,000000,FFFFFF
257,7,"257","DOPIEWO DWORZEC KOLEJOWY - JUNIKOWO|JUNIKOWO - DOPIEWO DWORZEC KOLEJOWY","DOPIEWO DWORZEC KOLEJOWY - Dopiewo/Leśna - Dopiewo/Poznańska - Dopiewiec/Poznańska - Dopiewiec/Szkolna - Palędzie/Pocztowa - Dąbrówka/Poznańska - Dąbrówka/Długa - Zakrzewo/Długa - Zakrzewo/Gajowa - Zakrzewo/Poznańska - Dąbrowa/Szkolna - Dąbrowa/Wiejska - Skórzewo/Kozierowskiego - Skórzewo/Poznańska - Malwowa - Grunwaldzka - JUNIKOWO|JUNIKOWO - Malwowa - Poznańska - Skórzewo/Poznańska - Skórzewo/Kozierowskiego - Dąbrowa/Wiejska - Dąbrowa/Poznańska - Zakrzewo/Gajowa - Zakrzewo/Długa - Dąbrówka/Długa - Dąbrówka/Poznańska - Palędzie/Pocztowa - Dopiewiec/Szkolna - Dopiewiec/Poznańska - Dopiewo/Poznańska - Dopiewo/Leśna - DOPIEWO DWORZEC KOLEJOWY",3,000000,FFFFFF
258,10,"258","POZNAŃ GŁÓWNY - TARNOWO PDG CENTRUM|TARNOWO PDG CENTRUM - POZNAŃ GŁÓWNY","POZNAŃ GŁÓWNY - Dworcowa - Zwierzyniecka - Kraszewskiego - Dąbrowskiego - Szpitalna - Nowina - Dąbrowskiego - Sianowska - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Poznańska - Przeźmierowo/Rynkowa - Przeźmierowo/Sosnowa - Przeźmierowo/Olszynowa - Batorowo/Batorego - Lusowo/Nowa - Lusowo/Poznańska - Sady/Lusowska - Sady/Poznańska - Tarnowo Pdg/Poznańska - TARNOWO PDG CENTRUM|TARNOWO PDG CENTRUM - Sady/Poznańska - Sady/Lusowska - Lusowo/Poznańska - Lusowo/Nowa - Batorowo/Batorego - Przeźmierowo/Olszynowa - Przeźmierowo/Sosnowa - Przeźmierowo/Rynkowa - Przeźmierowo/Poznańska - Baranowo/Poznańska - Dąbrowskiego - Polska - Nowina - Szpitalna - Dąbrowskiego - Kraszewskiego - Zwierzyniecka - Dworcowa - POZNAŃ GŁÓWNY",3,000000,FFFFFF
312,5,"312","RONDO ŚRÓDKA - PROMNICE PÓŁNOCNA|PROMNICE PÓŁNOCNA - RONDO ŚRÓDKA","RONDO ŚRÓDKA - Jana Pawła II - Podwale - Zawady - Główna - Gdyńska - Koziegłowy/Piaskowa - Koziegłowy/Piłsudskiego - Czerwonak/Święty Wojciech - Czerwonak/Szkolna - Czerwonak/Gdyńska - Miękowo/Poznańska - Owińska/Poznańska - Owińska/Kolejowa - Owińska/Dworcowa - Owińska/Zielona - Owińska/Ks. Piotrowskiego - Bolechowo/Poznańska - Bolechowo/Poligonowa - Bolechowo-Os./Wojska Polskiego - Promnice/Północna - PROMNICE PÓŁNOCNA^S - W dni nauki szkolnej kurs przez Miękowo, Bolechowo-Os./Zespół Szkół^Z - Kurs z wjazdem na przystanek: Czerwonak/Zdroje|PROMNICE PÓŁNOCNA - Bolechowo-Os./Wojska Polskiego - Bolechowo/Poznańska - Owińska/Ks. Piotrowskiego - Owińska/Zielona - Owińska/Dworcowa - Owińska/Kolejowa - Owińska/Poznańska - Miękowo/Poznańska - Czerwonak/Gdyńska - Czerwonak/Szkolna - Czerwonak/Święty Wojciech - Czerwonak/Jana Pawła II - Koziegłowy/Piłsudskiego - Koziegłowy/Piaskowa - Koziegłowy/Gdyńska - Gdyńska - Główna - Zawady - Podwale - Jana Pawła II - RONDO ŚRÓDKA^K - Kurs skrócony do przystanku: Koziegłowy/Os. Leśne. Przesiadka na linię nr 227 w kierunku: Rondo Rataje^S - W dni nauki szkolnej kurs przez Bolechowo-Os./Zespół Szkół^Z - Kurs z wjazdem na przystanek: Czerwonak/Zdroje",3,525252,FFFFFF
320,2,"320","KOZIEGŁOWY ZAKŁADY DROBIARSKIE - RONDO ŚRÓDKA|RONDO ŚRÓDKA - KOZIEGŁOWY ZAKŁADY DROBIARSKIE","KOZIEGŁOWY ZAKŁADY DROBIARSKIE - Koziegłowy/Piaskowa - Koziegłowy/Taczaka - Koziegłowy/Poznańska - Gdyńska - Główna - Zawady - Podwale - Jana Pawła II - RONDO ŚRÓDKA|RONDO ŚRÓDKA - Podwale - Zawady - Główna - Gdyńska - Koziegłowy/Poznańska - Koziegłowy/Taczaka - Koziegłowy/Piaskowa - KOZIEGŁOWY ZAKŁADY DROBIARSKIE",3,525252,FFFFFF
321,2,"321","KICIN PĘTLA - RONDO ŚRÓDKA|RONDO ŚRÓDKA - KICIN PĘTLA","KICIN PĘTLA - Kicin/Poznańska - Koziegłowy/Poznańska - Gdyńska - Główna - Zawady - Podwale - Jana Pawła II - RONDO ŚRÓDKA^D - Kurs z wjazdem na przystanek: Koziegłowy/Zakłady Drobiarskie|RONDO ŚRÓDKA - Podwale - Zawady - Główna - Gdyńska - Koziegłowy/Poznańska - Kicin/Poznańska - KICIN PĘTLA^D - Kurs z wjazdem na przystanek: Koziegłowy/Zakłady Drobiarskie",3,525252,FFFFFF
322,2,"322","CZERWONAK CMENTARZ - PIĄTKOWSKA|PIĄTKOWSKA - CZERWONAK CMENTARZ","CZERWONAK CMENTARZ - Czerwonak/Święty Wojciech - Czerwonak/Jana Pawła II - Koziegłowy/Piłsudskiego - Koziegłowy/Piaskowa - Koziegłowy/Poznańska - Gdyńska - Bałtycka - Serbska - Aleje Solidarności - Piątkowska - PIĄTKOWSKA^B - kurs skrócony do przystanku: Bałtycka|PIĄTKOWSKA - Aleje Solidarności - Serbska - Bałtycka - Gdyńska - Koziegłowy/Poznańska - Koziegłowy/Piłsudskiego - Czerwonak/Święty Wojciech - CZERWONAK CMENTARZ^B - kurs skrócony do przystanku: Bałtycka",3,525252,FFFFFF
323,5,"323","TUCZNO PĘTLA - RONDO ŚRÓDKA|RONDO ŚRÓDKA - TUCZNO PĘTLA","TUCZNO PĘTLA - Tuczno/Wronczyńska - Karłowice/Kasztanowa - Dębogóra/Kasztanowa - Dębogóra/Leśna - Dębogóra/Dębowa - Mielno/Leśna - Kliny/Poznańska - Kicin/Poznańska - Kicin/Szkolna - Czerwonak/Święty Wojciech - Czerwonak/Jana Pawła II - Koziegłowy/Piłsudskiego - Koziegłowy/Piaskowa - Koziegłowy/Poznańska - Gdyńska - Główna - Zawady - Podwale - Jana Pawła II - RONDO ŚRÓDKA^L - Kurs skrócony do przystanku: Koziegłowy/Osiedle Leśne. Przesiadka na linię nr 227 w kierunku: Rondo Rataje^M - W dni nauki szkolnej kurs przez Mielno Lisia^O - Kurs przez Wierzonkę, skrócony do przystanku: Koziegłowy/Osiedle Leśne. Przesiadka na linię nr 227 w kierunku: Rondo Rataje^W - Kurs z wjazdem na pętlę: Wierzonka|RONDO ŚRÓDKA - Podwale - Zawady - Główna - Gdyńska - Koziegłowy/Poznańska - Koziegłowy/Piłsudskiego - Czerwonak/Święty Wojciech - Kicin/Szkolna - Kicin/Poznańska - Kliny/Poznańska - Mielno/Leśna - Dębogóra/Dębowa - Dębogóra/Leśna - Dębogóra/Kasztanowa - Wierzonka/Karłowicka - Wierzonka/Gminna - Wierzonka/Karłowicka - Dębogóra/Kasztanowa - Karłowice/Kasztanowa - Tuczno/Wronczyńska - TUCZNO PĘTLA^D - Kurs bez wjazdu na pętlę: Wierzonka^K - Kurs skrocony do pętli: Kicin",3,525252,FFFFFF
341,2,"341","RONDO ŚRÓDKA - PRZEBĘDOWO PĘTLA|PRZEBĘDOWO PĘTLA - RONDO ŚRÓDKA","RONDO ŚRÓDKA - Jana Pawła II - Podwale - Zawady - Główna - Gdyńska - Koziegłowy/Gdyńska - Czerwonak/Gdyńska - Miękowo/Poznańska - Owińska/Poznańska - Owińska/Bydgoska - Bolechowo-Os./Obornicka - Szlachęcin/ - M. Goślina/Kutrzeby - M. Goślina/Długa - M. Goślina/Poznańska - M. Goślina/Mostowa - M. Goślina/Kolejowa - M. Goślina/Rogozińska - Przebędowo/ - PRZEBĘDOWO PĘTLA|PRZEBĘDOWO PĘTLA - M. Goślina/Rogozińska - M. Goślina/Kolejowa - M. Goślina/Wojska Polskiego - M. Goślina/Poznańska - M. Goślina/Długa - M. Goślina/Kutrzeby - Szlachęcin/ - Bolechowo-Os./Obornicka - Owińska/Bydgoska - Owińska/Poznańska - Miękowo/Poznańska - Czerwonak/Gdyńska - Koziegłowy/Gdyńska - Gdyńska - Główna - Zawady - Podwale - Jana Pawła II - RONDO ŚRÓDKA",3,525252,FFFFFF
342,5,"342","RONDO ŚRÓDKA - PRZEBĘDOWO PĘTLA|PRZEBĘDOWO PĘTLA - RONDO ŚRÓDKA","RONDO ŚRÓDKA - Podwale - Zawady - Główna - Gdyńska - Koziegłowy/Gdyńska - Czerwonak/Gdyńska - Miękowo/Poznańska - Owińska/Poznańska - Owińska/Kolejowa - Owińska/Dworcowa - Owińska/Zielona - Owińska/Ks. Piotrowskiego - Bolechowo/Poznańska - Bolechowo/Poligonowa - Bolechowo-Os./Wojska Polskiego - Bolechowo-Os./Obornicka - Szlachęcin/ - M. Goślina/Kutrzeby - M. Goślina/Długa - M. Goślina/Poznańska - M. Goślina/Mostowa - M. Goślina/Kolejowa - M. Goślina/Rogozińska - Przebędowo/ - PRZEBĘDOWO PĘTLA^Z - Kurs z wjazdem na przystanek: Czerwonak/Zdroje|PRZEBĘDOWO PĘTLA - M. Goślina/Rogozińska - M. Goślina/Kolejowa - M. Goślina/Wojska Polskiego - M. Goślina/Poznańska - M. Goślina/Długa - M. Goślina/Kutrzeby - Szlachęcin/ - Bolechowo-Os./Obornicka - Bolechowo-Os./Wojska Polskiego - Bolechowo/Poznańska - Owińska/Ks. Piotrowskiego - Owińska/Zielona - Owińska/Dworcowa - Owińska/Kolejowa - Owińska/Poznańska - Miękowo/Poznańska - Czerwonak/Gdyńska - Koziegłowy/Gdyńska - Gdyńska - Główna - Zawady - Podwale - Jana Pawła II - RONDO ŚRÓDKA^P - Kurs z wjazdem na przystanek: Promnice/Północna",3,525252,FFFFFF
348,2,"348","PRZEBĘDOWO PĘTLA - OS. SOBIESKIEGO|OS. SOBIESKIEGO - PRZEBĘDOWO PĘTLA","PRZEBĘDOWO PĘTLA - Przebędowo/ - M. Goślina/Rogozińska - M. Goślina/Kolejowa - M. Goślina/Wojska Polskiego - M. Goślina/Poznańska - M. Goślina/Długa - M. Goślina/Kutrzeby - Szlachęcin/ - Bolechowo-Os./Obornicka - Promnice/Wojska Polskiego - Biedrusko/Zjednoczenia - Biedrusko/Poznańska - Radojewo - Naramowicka - Krygowskiego - Uniwersytetu Poznańskiego - Umultowska - Opieńskiego - Szymanowskiego - Smoleńska - Stróżyńskiego - OS. SOBIESKIEGO|OS. SOBIESKIEGO - Szymanowskiego - Opieńskiego - Umultowska - Uniwersytetu Poznańskiego - Krygowskiego - Dzięgielowa - Naramowicka - Radojewo - Piołunowa - Radojewo - Biedrusko/Poznańska - Biedrusko/Zjednoczenia - Promnice/Wojska Polskiego - Bolechowo-Os./Obornicka - Szlachęcin/ - M. Goślina/Kutrzeby - M. Goślina/Długa - M. Goślina/Poznańska - M. Goślina/Mostowa - M. Goślina/Kolejowa - M. Goślina/Rogozińska - Przebędowo/ - PRZEBĘDOWO PĘTLA",3,525252,FFFFFF
388,5,"388","DĘBOGÓRA DĄBRÓWKI - CZERWONAK PKM|CZERWONAK PKM - DĘBOGÓRA DĄBRÓWKI","DĘBOGÓRA DĄBRÓWKI - Dębogóra/Dębowa - Mielno/Leśna - Kliny/Poznańska - Kicin/Poznańska - Koziegłowy/Poznańska - Koziegłowy/Piłsudskiego - Czerwonak/Święty Wojciech - Czerwonak/Polna - Czerwonak/Gdyńska - CZERWONAK PKM^K - Kurs skrócony do przystanku: Koziegłowy/Piaskowa Szkoła^Z - Kurs z wjazdem na przystanek: Czerwonak/Zdroje|CZERWONAK PKM - Czerwonak/Polna - Czerwonak/Jana Pawła II - Koziegłowy/Piłsudskiego - Koziegłowy/Piaskowa - Koziegłowy/Poznańska - Kicin/Poznańska - Kliny/Poznańska - Mielno/Poznańska - Wierzonka/Gminna - Wierzonka/Karłowicka - Dębogóra/Kasztanowa - Dębogóra/Leśna - Dębogóra/Dębowa - DĘBOGÓRA DĄBRÓWKI^Z - Kurs z wjazdem na przystanek: Czerwonak/Zdroje",3,525252,FFFFFF
392,5,"392","OWIŃSKA PKM - POTASZE JODŁOWA|POTASZE JODŁOWA - OWIŃSKA PKM","OWIŃSKA PKM - Owińska/Dworcowa - Owińska/Kolejowa - Owińska/Bydgoska - Owińska/Ks. Piotrowskiego - Bolechówko/Lipowa - Potasze/Lipowa - POTASZE JODŁOWA|POTASZE JODŁOWA - Bolechówko/Lipowa - Owińska/Ks. Piotrowskiego - Owińska/Bydgoska - Owińska/Kolejowa - Owińska/Dworcowa - OWIŃSKA PKM",3,525252,FFFFFF
394,5,"394","KOZIEGŁOWY PIASKOWA SZKOŁA - MIĘKOWO STOKROTKOWA|MIĘKOWO STOKROTKOWA - KOZIEGŁOWY PIASKOWA SZKOŁA","KOZIEGŁOWY PIASKOWA SZKOŁA - Koziegłowy/Piłsudskiego - Czerwonak/Święty Wojciech - Czerwonak/Polna - Czerwonak/Gdyńska - Miękowo/Poznańska - Miękowo/Ogrodowa - Miękowo/Łąkowa - MIĘKOWO STOKROTKOWA|MIĘKOWO STOKROTKOWA - Miękowo/Ogrodowa - Miękowo/Kolejowa - Czerwonak/Gdyńska - Czerwonak/Polna - Czerwonak/Jana Pawła II - Koziegłowy/Piłsudskiego - KOZIEGŁOWY PIASKOWA SZKOŁA^C - Kurs skrócony do przystanku: Czerwonak/PKM^Z - Kurs z wjazdem na przystanek: Czerwonak/Zdroje",3,525252,FFFFFF
396,5,"396","KOZIEGŁOWY PIASKOWA SZKOŁA - POTASZE JODŁOWA|POTASZE JODŁOWA - KOZIEGŁOWY PIASKOWA SZKOŁA","KOZIEGŁOWY PIASKOWA SZKOŁA - Koziegłowy/Piaskowa - Koziegłowy/Poznańska - Kicin/Poznańska - Kicin/Nowe Osiedle - Czerwonak/Zdroje - Czerwonak/Źródlana - Czerwonak/Leśna - Czerwonak/Gdyńska - Miękowo/Poznańska - Owińska/Poznańska - Owińska/Kolejowa - Owińska/Dworcowa - Owińska/Zielona - Bolechówko/Lipowa - Potasze/Lipowa - POTASZE JODŁOWA^K - Kurs do przystanku: Koziegłowy/Piaskowa Szkoła przez ul. Gdyńską i Piaskową^M - Kurs z wjazdem na przystanek: Miękowo/Stokrotkowa|POTASZE JODŁOWA - Bolechówko/Lipowa - Owińska/Zielona - Owińska/Dworcowa - Owińska/Kolejowa - Owińska/Poznańska - Miękowo/Poznańska - Czerwonak/Gdyńska - Czerwonak/Leśna - Czerwonak/Źródlana - Czerwonak/Zdroje - Czerwonak/Brzozowa - Kicin/Nowe Osiedle - Kicin/Poznańska - Koziegłowy/Poznańska - Koziegłowy/Piaskowa - KOZIEGŁOWY PIASKOWA SZKOŁA^A - kurs do Koziegłowy Piaskowa Szkoła^M - Kurs z wjazdem na przystanek: Miękowo/Stokrotkowa^P - Kurs skrócony do przystanku: Czerwonak/PKM",3,525252,FFFFFF
