route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color
511,4,"511","RONDO RATAJE - KAMIONKI KLONOWA|KAMIONKI KLONOWA - RONDO RATAJE","RONDO RATAJE - Jana Pawła II - Krzywoustego - Torowa - Pokrzywno - Pabianicka - Tarnowska - Krzywoustego - Jaryszki/Krzywoustego - Jaryszki/Składowa - Koninko/Składowa - Koninko/Telewizyjna - Koninko/Pisarska - Szczytniki/Wspólna - Szczytniki/Jeziorna - Koninko/Radiowa - Borówiec/Radiowa - Borówiec/Poznańska - Borówiec/Szkolna - Borówiec/Główna - Kamionki/Poznańska - Kamionki/Platanowa - KAMIONKI KLONOWA|KAMIONKI KLONOWA - Kamionki/Poznańska - Borówiec/Główna - Borówiec/Szkolna - Borówiec/Poznańska - Borówiec/Radiowa - Koninko/Radiowa - Szczytniki/Jeziorna - Szczytniki/Wspólna - Koninko/Pisarska - Koninko/Składowa - Jaryszki/Składowa - Krzywoustego - Tarnowska - Pabianicka - Pokrzywno - Torowa - Krzywoustego - RONDO RATAJE",3,525252,FFFFFF
512,4,"512","RONDO RATAJE - BORÓWIEC SZKOŁA|BORÓWIEC SZKOŁA - RONDO RATAJE","RONDO RATAJE - Jana Pawła II - Krzywoustego - Torowa - Pokrzywno - Pabianicka - Tarnowska - Ostrowska - Jaryszki/Ostrowska - Żerniki/Żerniki - Koninko/Gutenberga - Koninko/Telewizyjna - Koninko/Pisarska - Szczytniki/Wspólna - Koninko/Pisarska - Koninko/Radiowa - Szczytniki/Jeziorna - Kamionki/Mostowa - Kamionki/Poznańska - Borówiec/Główna - Borówiec/Szkolna - BORÓWIEC SZKOŁA^D - Kurs do Borówiec/Dębowa^K - Kurs przez Kamionki/Szkoła^S - Kurs bez wjazdu do Szczytniki/Pętla^W - Kurs do Żerniki/Wieś^Z - Kurs przez Żerniki/Wieś|BORÓWIEC SZKOŁA - Borówiec/Główna - Kamionki/Poznańska - Kamionki/Mostowa - Szczytniki/Jeziorna - Koninko/Radiowa - Koninko/Pisarska - Szczytniki/Wspólna - Koninko/Pisarska - Koninko/Gutenberga - Żerniki/Żerniki - Jaryszki/Ostrowska - Ostrowska - Tarnowska - Pabianicka - Pokrzywno - Torowa - Krzywoustego - RONDO RATAJE^K - Kurs przez Kamionki/Szkoła^S - Kurs bez wjazdu do Szczytniki/Pętla^Z - Kurs przez Żerniki/Wieś",3,525252,FFFFFF
527,4,"527","KAMIONKI PĘTLA - STAROŁĘKA PKM|STAROŁĘKA PKM - KAMIONKI PĘTLA","KAMIONKI PĘTLA - Kamionki/Poznańska - Daszewice/Poznańska - Daszewice/Leśna - Babki/Babki - Czapury/Gromadzka - Czapury/Poznańska - Wiórek/Poznańska - Wiórek/Podleśna - Wiórek/Poznańska - Czapury/Poznańska - Starołęcka - Głuszyna - Starołęcka - Książęca - STAROŁĘKA PKM^G - Kurs skrócony do przystanku: Głuszyna/Kościół^S - kurs wykonywany tylko w dni nauki szkolnej |STAROŁĘKA PKM - Starołęcka - Czapury/Poznańska - Wiórek/Poznańska - Wiórek/Podleśna - Wiórek/Poznańska - Czapury/Poznańska - Czapury/Gromadzka - Babki/Babki - Daszewice/Leśna - Daszewice/Poznańska - Kamionki/Poznańska - KAMIONKI PĘTLA^D - Kurs skrócony do pętli: Daszewice^K - W dni nauki szkolnej, kurs wydłużony do przystanku: Kamionki/Szkoła^S - kurs wykonywany tylko w dni nauki szkolnej ^W - Kurs skrócony do pętli: Wiórek",3,525252,FFFFFF
560,4,"560","RONDO RATAJE - ZANIEMYŚL KOŚCIÓŁ|ZANIEMYŚL KOŚCIÓŁ - RONDO RATAJE","RONDO RATAJE - Jana Pawła II - Krzywoustego - Koninko/Gutenberga - Koninko/Magazynowa - Gądki/Poznańska - Robakowo/Poznańska - Skrzynki/Poznańska - Kórnik/Poznańska - Kórnik/pl. Niepodległości - Kórnik/Zamkowa - Kórnik/Armii Krajowej - Kórnik/Śremska - Kórnik/Zwierzyniecka - Kórnik/Błażejewska - Błażejewo/Zaniemyska - Błażejewko/Zaniemyska - Błażejewko/Sportowa - Jeziory Wielkie/Sportowa - Jeziory Wielkie/Kórnicka - Jeziory Małe/Kórnicka - Łękno/Kórnicka - Zaniemyśl/Poznańska - Zaniemyśl/Raczyńskiego - ZANIEMYŚL KOŚCIÓŁ^A - Linia z wyznaczonymi Punktami Poboru Opłat^L - Kurs skrócony do przystanku: Łękno^M - Kurs przez Robakowo/Żernicka Magazyny^P - Kurs przez: Kórnik, ulica Parkowa|ZANIEMYŚL KOŚCIÓŁ - Zaniemyśl/Poznańska - Łękno/Kórnicka - Jeziory Małe/Kórnicka - Jeziory Wielkie/Kórnicka - Jeziory Wielkie/Sportowa - Błażejewko/Sportowa - Błażejewko/Zaniemyska - Błażejewo/Zaniemyska - Kórnik/Błażejewska - Kórnik/Śremska - Kórnik/Rynek - Kórnik/Armii Krajowej - Kórnik/Zamkowa - Kórnik/pl. Niepodległości - Kórnik/Poznańska - Skrzynki/Poznańska - Robakowo/Poznańska - Gądki/Poznańska - Krzywoustego - RONDO RATAJE^K - Kurs przez Koninko/Węzeł^M - Kurs przez Robakowo/Żernicka Magazyny^O - Kurs skrócony do przystanku: Kórnik Bnin Osiedle^P - Kurs przez: Kórnik, ulica Parkowa^S - Kurs wykonywany tylko w dni nauki szkolnej^W - Kurs przez Robakowo/Żernicka Magazyny i Koninko/Węzeł",3,525252,FFFFFF
561,4,"561","ZANIEMYŚL KOŚCIÓŁ - RONDO RATAJE","ZANIEMYŚL KOŚCIÓŁ - Zaniemyśl/Raczyńskiego - Zaniemyśl/Poznańska - Łękno/Kórnicka - Jeziory Małe/Kórnicka - Jeziory Wielkie/Kórnicka - Jeziory Wielkie/Sportowa - Prusinowo/Prusinowo - Biernatki/Główna - Kórnik/Biernacka - Kórnik/Armii Krajowej - Kórnik/Zamkowa - Kórnik/pl. Niepodległości - Kórnik/Poznańska - Skrzynki/Poznańska - Robakowo/Poznańska - Gądki/Poznańska - Krzywoustego - RONDO RATAJE",3,525252,FFFFFF
602,6,"602","DĘBIEC PKM - ŁĘCZYCA DWORCOWA|ŁĘCZYCA DWORCOWA - DĘBIEC PKM","DĘBIEC PKM - 28 Czerwca 1956 r. - Luboń/Armii Poznań - Łęczyca/Poznańska - ŁĘCZYCA DWORCOWA^P - Kurs z wjazdem na przystanek: Luboń/Park Przemysłowy|ŁĘCZYCA DWORCOWA - Luboń/Armii Poznań - 28 Czerwca 1956 r. - DĘBIEC PKM^P - Kurs z wjazdem na przystanek: Luboń/Park Przemysłowy",3,525252,FFFFFF
603,6,"603","GARBARY PKM - ŁĘCZYCA DWORCOWA|ŁĘCZYCA DWORCOWA - GARBARY PKM","GARBARY PKM - Garbary - Droga Dębińska - Dolna Wilda - Czechosłowacka - Łozowa - 28 Czerwca 1956 r. - Luboń/Armii Poznań - Łęczyca/Poznańska - ŁĘCZYCA DWORCOWA|ŁĘCZYCA DWORCOWA - Luboń/Armii Poznań - 28 Czerwca 1956 r. - Łozowa - Czechosłowacka - Dolna Wilda - Piastowska - Droga Dębińska - Strzelecka - Kazimierza Wielkiego - Mostowa - Garbary - GARBARY PKM",3,525252,FFFFFF
610,6,"610","DĘBIEC PKM - GÓRCZYN PKM|GÓRCZYN PKM - DĘBIEC PKM","DĘBIEC PKM - 28 Czerwca 1956 r. - Luboń/Dębiecka - Luboń/Powstańców Wlkp. - Luboń/Streicha - Luboń/Dworcowa - Luboń/Fabryczna - Luboń/Wojska Polskiego - Luboń/Pleszewska - Luboń/Poniatowskiego - Kotowo - Modlibowskiej - Fabianowo - Głogowska - Zgoda - GÓRCZYN PKM^W - Kurs z wjazdem na przystanek: Wołowska n/ż|GÓRCZYN PKM - Głogowska - Lerczakówny - Kowalewicka - Kotowo - Luboń/Poniatowskiego - Luboń/Traugutta - Luboń/Wojska Polskiego - Luboń/Jana III Sobieskiego - Luboń/Fabryczna - Luboń/ - Luboń/Fabryczna - Luboń/Dworcowa - Luboń/Streicha - Luboń/Żabikowska - Luboń/Dębiecka - Luboń/Armii Poznań - 28 Czerwca 1956 r. - DĘBIEC PKM",3,525252,FFFFFF
611,6,"611","DĘBIEC PKM - LUBOŃ ŻABIKOWO|LUBOŃ ŻABIKOWO - DĘBIEC PKM","DĘBIEC PKM - Opolska - Luboń/Żabikowska - Luboń/Kościuszki - Luboń/Poniatowskiego - LUBOŃ ŻABIKOWO^A - Kurs wydłużony do przystanku: Sycowska Centrum Handlowe|LUBOŃ ŻABIKOWO - Luboń/Kościuszki - Luboń/Żabikowska - Opolska - DĘBIEC PKM",3,525252,FFFFFF
614,6,"614","GÓRCZYN PKM - LUBOŃ KRĘTA|LUBOŃ KRĘTA - GÓRCZYN PKM","GÓRCZYN PKM - Zgoda - Rakoniewicka - Czechosłowacka - Górecka - Jesionowa - Opolska - Luboń/Żabikowska - Luboń/Powstańców Wlkp. - Luboń/Streicha - Luboń/Cieszkowskiego - Luboń/Pułaskiego - Luboń/Wschodnia - Luboń/Jana III Sobieskiego - Luboń/Kwiatowa - Luboń/Kręta - LUBOŃ KRĘTA|LUBOŃ KRĘTA - Luboń/Kwiatowa - Luboń/Jana III Sobieskiego - Luboń/Wschodnia - Luboń/Cieszkowskiego - Luboń/Streicha - Luboń/Żabikowska - Opolska - Jesionowa - Górecka - Czechosłowacka - Zgoda - GÓRCZYN PKM",3,525252,FFFFFF
616,6,"616","LUBOŃ ŻABIKOWO - GÓRCZYN PKM|GÓRCZYN PKM - LUBOŃ ŻABIKOWO","LUBOŃ ŻABIKOWO - Luboń/Poniatowskiego - Kotowo - Modlibowskiej - Fabianowo - Głogowska - Zgoda - GÓRCZYN PKM|GÓRCZYN PKM - Głogowska - Lerczakówny - Kowalewicka - Kotowo - Luboń/Poniatowskiego - LUBOŃ ŻABIKOWO",3,525252,FFFFFF
651,6,"651","DĘBIEC PKM - MOSINA DWORZEC KOLEJOWY|MOSINA DWORZEC KOLEJOWY - DĘBIEC PKM","DĘBIEC PKM - 28 Czerwca 1956 r. - Luboń/Armii Poznań - Łęczyca/Poznańska - Puszczykowo/Poznańska - Puszczykowo/Piaskowa - Puszczykowo/Kasprowicza - Puszczykowo/Dworcowa - Puszczykowo/Nadwarciańska - Puszczykowo/Kraszewskiego - Mosina/Rzeczypospolitej Mosińskiej - Mosina/Mostowa - Mosina/Dworcowa - MOSINA DWORZEC KOLEJOWY^B - Kurs skrócony do przystanku: Puszczykowo/Niwka Szpital, kurs z wjazdem na przystanek: Luboń/Park Przemysłowy^L - Kurs z wjazdem na przystanek: Luboń/Park Przemysłowy^P - Kurs skrócony do przystanku: Puszczykowo/Niwka Szpital|MOSINA DWORZEC KOLEJOWY - Mosina/Mostowa - Mosina/Rzeczypospolitej Mosińskiej - Puszczykowo/Kraszewskiego - Puszczykowo/Nadwarciańska - Puszczykowo/Dworcowa - Puszczykowo/Libelta - Puszczykowo/Piaskowa - Puszczykowo/Poznańska - Łęczyca/Poznańska - Luboń/Armii Poznań - 28 Czerwca 1956 r. - DĘBIEC PKM^L - Kurs z wjazdem na przystanek: Luboń/Park Przemysłowy",3,525252,FFFFFF
690,6,"690","LUBOŃ ŻABIKOWO - ŁĘCZYCA DWORCOWA|ŁĘCZYCA DWORCOWA - LUBOŃ ŻABIKOWO","LUBOŃ ŻABIKOWO - Luboń/Poniatowskiego - Luboń/Kościuszki - Luboń/Żabikowska - Luboń/Wschodnia - Luboń/Jana Pawła II - Luboń/Pułaskiego - Luboń/Streicha - Luboń/Dąbrowskiego - Luboń/3 Maja - Luboń/Armii Poznań - Łęczyca/Poznańska - ŁĘCZYCA DWORCOWA^P - Kurs z wjazdem na przystanek: Luboń/Park Przemysłowy|ŁĘCZYCA DWORCOWA - Luboń/Armii Poznań - Luboń/3 Maja - Luboń/Dąbrowskiego - Luboń/Kościelna - Luboń/Pułaskiego - Luboń/Wschodnia - Luboń/Żabikowska - Luboń/Kościuszki - Luboń/Poniatowskiego - LUBOŃ ŻABIKOWO^A - Kurs wydłużony do przystanku: Sycowska Centrum Handlowe^P - Kurs z wjazdem na przystanek: Luboń/Park Przemysłowy",3,525252,FFFFFF
701,7,"701","GÓRCZYN PKM - KOMORNIKI JEZIORNA|KOMORNIKI JEZIORNA - GÓRCZYN PKM","GÓRCZYN PKM - Zgoda - Rakoniewicka - Czechosłowacka - Górecka - Jesionowa - Opolska - Luboń/Żabikowska - Luboń/Jana III Sobieskiego - Luboń/Kręta - Wiry/Laskowska - Wiry/Łęczycka - Wiry/Komornicka - Komorniki/Komornicka - Komorniki/Poznańska - Komorniki/Zakładowa - KOMORNIKI JEZIORNA^K - Kurs wydłużony do przystanku: Komorniki/Os. Kompozytorów|KOMORNIKI JEZIORNA - Komorniki/Poznańska - Komorniki/Nizinna - Komorniki/Komornicka - Wiry/Komornicka - Wiry/Łęczycka - Wiry/Laskowska - Luboń/Kręta - Luboń/Jana III Sobieskiego - Luboń/Żabikowska - Opolska - Jesionowa - Górecka - Czechosłowacka - Zgoda - GÓRCZYN PKM",3,525252,FFFFFF
702,7,"702","KOMORNIKI OS. ZIELONE WZGÓRZE  - GÓRCZYN PKM|GÓRCZYN PKM - KOMORNIKI OS. ZIELONE WZGÓRZE ","KOMORNIKI OS. ZIELONE WZGÓRZE  - Komorniki/Sadowa - Komorniki/Młyńska - Komorniki/Zakładowa - Komorniki/Nizinna - Komorniki/Komornicka - Komorniki/Żabikowska - Luboń/Pleszewska - Luboń/Poniatowskiego - Kotowo - Modlibowskiej - Fabianowo - Głogowska - Zgoda - GÓRCZYN PKM|GÓRCZYN PKM - Głogowska - Lerczakówny - Kowalewicka - Kotowo - Luboń/Poniatowskiego - Luboń/Pleszewska - Komorniki/Żabikowska - Komorniki/Komornicka - Komorniki/Poznańska - Komorniki/Zakładowa - Komorniki/Młyńska - Komorniki/Sadowa - KOMORNIKI OS. ZIELONE WZGÓRZE ^W - Kurs z wjazdem na przystanek: Wołowska n/ż",3,525252,FFFFFF
703,7,"703","GÓRCZYN PKM - KONARZEWO PĘTLA|KONARZEWO PĘTLA - GÓRCZYN PKM","GÓRCZYN PKM - Zgoda - Głogowska - Komorniki/Poznańska - Szreniawa/Sadowa - Rosnowo/Sadowa - Chomęcice/Poznańska - Konarzewo/Poznańska - KONARZEWO PĘTLA^A - Kurs z wjazdem na przystanek: Sycowska Centrum Handlowe^B - Kurs z wjazdem na przystanki: Sycowska Centrum Handlowe i Szreniawa/PKM^P - Kurs z wjazdem na przystanek: Szreniawa/PKM|KONARZEWO PĘTLA - Chomęcice/Poznańska - Rosnowo/Sadowa - Szreniawa/Poznańska - Komorniki/Poznańska - Modlibowskiej - Kotowo - Modlibowskiej - Fabianowo - Głogowska - Zgoda - GÓRCZYN PKM^A - Kurs z wjazdem na przystanek: Sycowska Centrum Handlowe^K - Kurs skrócony do przystanku: Komorniki/Centrum^P - Kurs z wjazdem na przystanek: Szreniawa/PKM",3,525252,FFFFFF
704,7,"704","GÓRCZYN PKM - GŁUCHOWO STAWNA|GŁUCHOWO STAWNA - GÓRCZYN PKM","GÓRCZYN PKM - Głogowska - Konopackiej - Marii Lange  - Komorniki/Fabianowska - Komorniki/Wiśniowa - Komorniki/Ks. Wawrzyniaka - Komorniki/Kolumba - Głuchowo/Tęczowa  - Głuchowo/Komornicka - Głuchowo/Stawna - GŁUCHOWO STAWNA|GŁUCHOWO STAWNA - Głuchowo/Tęczowa  - Komorniki/Kolumba - Komorniki/Ks. Wawrzyniaka - Komorniki/Wiśniowa - Komorniki/Fabianowska - Marii Lange  - Opłotki - Konopackiej - Kowalewicka - Modlibowskiej - Fabianowo - Głogowska - Zgoda - GÓRCZYN PKM",3,525252,FFFFFF
705,7,"705","GÓRCZYN PKM - KONARZEWO PĘTLA|KONARZEWO PĘTLA - GÓRCZYN PKM","GÓRCZYN PKM - Głogowska - Komorniki/Poznańska - Szreniawa/Poznańska - Rosnówko/Termalna - Rosnówko/Bukowa - Walerianowo/Bukowa - Rosnowo/Bukowa - Chomęcice/Poznańska - Konarzewo/Poznańska - KONARZEWO PĘTLA^A - Kurs z wjazdem na przystanek: Sycowska Centrum Handlowe^B - Kurs z wjazdem na przystanki: Sycowska Centrum Handlowe, Szreniawa/PKM|KONARZEWO PĘTLA - Chomęcice/Poznańska - Rosnowo/Sadowa - Walerianowo/Bukowa - Rosnówko/Bukowa - Rosnówko/Termalna - Szreniawa/Poznańska - Komorniki/Poznańska - Modlibowskiej - Kotowo - Modlibowskiej - Fabianowo - Głogowska - Zgoda - GÓRCZYN PKM^A - Kurs z wjazdem na przystanek: Sycowska Centrum Handlowe",3,525252,FFFFFF
707,7,"707","GÓRCZYN PKM - ROSNÓWKO PKM|ROSNÓWKO PKM - GÓRCZYN PKM","GÓRCZYN PKM - Głogowska - Komorniki/Poznańska - Szreniawa/Sadowa - Rosnowo/Sadowa - Walerianowo/Bukowa - Rosnówko/Bukowa - Rosnówko/Termalna - Rosnówko/Poznańska - Rosnówko/Dworcowa - ROSNÓWKO PKM^A - Kurs z wjazdem na przystanek: Sycowska Centrum Handlowe^K - Kurs skrócony do przystanku: Komorniki/Jeziorna|ROSNÓWKO PKM - Rosnówko/Poznańska - Rosnówko/Termalna - Rosnówko/Bukowa - Walerianowo/Bukowa - Rosnowo/Bukowa - Szreniawa/Poznańska - Komorniki/Poznańska - Modlibowskiej - Kotowo - Modlibowskiej - Fabianowo - Głogowska - Zgoda - GÓRCZYN PKM^A - Kurs z wjazdem na przystanek: Sycowska Centrum Handlowe",3,525252,FFFFFF
710,7,"710","GÓRCZYN PKM - KOMORNIKI KOLUMBA|KOMORNIKI KOLUMBA - GÓRCZYN PKM","GÓRCZYN PKM - Głogowska - Konopackiej - Marii Lange  - Sycowska - Trzebińska - Plewiska/Fabianowska - Plewiska/Skryta - Plewiska/Grunwaldzka - Plewiska/Szkolna - Komorniki/Kolumba - KOMORNIKI KOLUMBA^E - Kurs z wjazdem na przystanek: Plewiska/Stacja Energetyczna^H - Nie kursuje w okresie ferii letnich^M - Kurs skrócony do przystanku: Komorniki/Ks. Malinowskiego|KOMORNIKI KOLUMBA - Plewiska/Szkolna - Plewiska/Grunwaldzka - Plewiska/Skryta - Plewiska/Fabianowska - Trzebińska - Sycowska - Marii Lange  - Opłotki - Konopackiej - Głogowska - Zgoda - GÓRCZYN PKM^E - Kurs z wjazdem na przystanek: Plewiska/Stacja Energetyczna",3,525252,FFFFFF
716,7,"716","JUNIKOWO - GŁUCHOWO STAWNA|GŁUCHOWO STAWNA - JUNIKOWO","JUNIKOWO - Grunwaldzka - Plewiska/Grunwaldzka - Plewiska/Szkolna - Komorniki/Ks. Malinowskiego - Komorniki/Polna - Głuchowo/Komornicka - Głuchowo/Stawna - GŁUCHOWO STAWNA^G - Kurs wydłużony do pętli: Gołuski^H - Kurs wydłużony do przystanku: Chomęcice/Środkowa^e - Nie kursuje w okresie ferii letnich|GŁUCHOWO STAWNA - Głuchowo/Komornicka - Komorniki/Polna - Komorniki/Ks. Malinowskiego - Plewiska/Szkolna - Plewiska/Grunwaldzka - Plewiska/Wołczyńska - Grunwaldzka - JUNIKOWO^e - Nie kursuje w okresie ferii letnich",3,525252,FFFFFF
727,2,"727","PALĘDZIE DWORZEC KOLEJOWY - JUNIKOWO|JUNIKOWO - PALĘDZIE DWORZEC KOLEJOWY","PALĘDZIE DWORZEC KOLEJOWY - Palędzie/Kolejowa - Dąbrówka/Poznańska - Dąbrówka/Długa - Dąbrowa/Leśna - Dąbrowa/Wiejska - Skórzewo/Kozierowskiego - Skórzewo/Poznańska - Malwowa - Grunwaldzka - JUNIKOWO|JUNIKOWO - Malwowa - Poznańska - Skórzewo/Poznańska - Skórzewo/Kozierowskiego - Dąbrowa/Wiejska - Dąbrowa/Leśna - Dąbrówka/Długa - Dąbrówka/Poznańska - Dąbrówka/Jałowcowa - Palędzie/Kolejowa - PALĘDZIE DWORZEC KOLEJOWY",3,525252,FFFFFF
729,7,"729","DOPIEWO DWORZEC KOLEJOWY - OGRODY|OGRODY - DOPIEWO DWORZEC KOLEJOWY","DOPIEWO DWORZEC KOLEJOWY - Dopiewo/Leśna - Dopiewo/Poznańska - Dopiewiec/Poznańska - Dopiewiec/Szkolna - Palędzie/Pocztowa - Dąbrówka/Poznańska - Dąbrówka/Długa - Zakrzewo/Długa - Zakrzewo/Gajowa - Zakrzewo/Poznańska - Dąbrowa/Szkolna - Dąbrowa/Wiejska - Skórzewo/Kozierowskiego - Skórzewo/Poznańska - Złotowska - Bukowska - Szpitalna - OGRODY^S - Kurs wykonywany tylko w dni nauki szkolnej|OGRODY - Bukowska - Złotowska - Poznańska - Skórzewo/Poznańska - Skórzewo/Kozierowskiego - Dąbrowa/Wiejska - Dąbrowa/Poznańska - Zakrzewo/Gajowa - Zakrzewo/Długa - Dąbrówka/Długa - Dąbrówka/Poznańska - Palędzie/Pocztowa - Dopiewiec/Szkolna - Dopiewiec/Poznańska - Dopiewo/Poznańska - Dopiewo/Leśna - DOPIEWO DWORZEC KOLEJOWY^D - Kurs wydłużony do przystanku: Lisówki/DPS^H - Kurs wydłużony do przystanku: Chomęcice/Środkowa przez: Konarzewo/Pętla^S - Kurs wykonywany tylko w dni nauki szkolnej",3,525252,FFFFFF
790,14,"790","TARNOWO PDG OSTATNIA - DOPIEWO DWORZEC KOLEJOWY|DOPIEWO DWORZEC KOLEJOWY - TARNOWO PDG OSTATNIA","TARNOWO PDG OSTATNIA - Tarnowo Pdg/Nowa - Tarnowo Pdg/Poznańska - Jankowice/Poznańska - Lusówko/Tarnowska - Lusówko/Zespołowa - Lusówko/Dopiewska - Sierosław/Bukowska - Więckowice/Gromadzka - Fiałkowo/Gromadzka - Dopiewo/Więckowska - Dopiewo/Poznańska - Dopiewo/Leśna - DOPIEWO DWORZEC KOLEJOWY^X - LINIA BEZ OPŁATY ZA PRZEJAZD|DOPIEWO DWORZEC KOLEJOWY - Dopiewo/Poznańska - Dopiewo/Więckowska - Fiałkowo/Gromadzka - Więckowice/Gromadzka - Więckowice/ - Więckowice/Gromadzka - Sierosław/Bukowska - Lusówko/Dopiewska - Lusówko/Zespołowa - Lusówko/Tarnowska - Jankowice/Poznańska - Tarnowo Pdg/Poznańska - Tarnowo Pdg/Nowa - TARNOWO PDG OSTATNIA^X - LINIA BEZ OPŁATY ZA PRZEJAZD",3,FFFFFF,000000
791,14,"791","TRZCIELIN PĘTLA - DOPIEWO DWORZEC KOLEJOWY|DOPIEWO DWORZEC KOLEJOWY - TRZCIELIN PĘTLA","TRZCIELIN PĘTLA - Trzcielin/Kopy - Trzcielin/Zwierzyniecka - Konarzewo/Kościelna - Konarzewo/Poznańska - Konarzewo/Kościelna - Konarzewo/Dopiewska - Dopiewo/Dopiewska - Dopiewo/Leśna - DOPIEWO DWORZEC KOLEJOWY^A - Kurs przez Konarzewo, ul. Szkolna i Dopiewiec^B - kurs do Dopiewo Ośrodek Zdrowia^D - Kurs skrócony do pętli: Konarzewo, przez Dopiewiec i Konarzewo ul. Szkolna^O - Kurs wydłużony do przystanku: Dopiewo/Ośrodek Zdrowia^X - LINIA BEZ OPŁATY ZA PRZEJAZD|DOPIEWO DWORZEC KOLEJOWY - Dopiewo/Dopiewska - Konarzewo/Dopiewska - Konarzewo/Kościelna - Konarzewo/Poznańska - Konarzewo/Kościelna - Trzcielin/Zwierzyniecka - Trzcielin/Kopy - TRZCIELIN PĘTLA^A - Kurs wydłużony do przystanku: Lisówki Wieś^B - Kurs wydłużony do przystanku: Lisówki Wieś^C - Kurs wydłużony do przystanku: Lisówki Wieś^D - Kurs wydłużony do przystanku: Lisówki Wieś^E - kurs do Lisówki DPS^K - Kurs skrócony do pętli: Konarzewo^L - Kurs wydłużony do przystanku: Lisówki DPS^X - LINIA BEZ OPŁATY ZA PRZEJAZD",3,FFFFFF,000000
792,14,"792","WIĘCKOWICE SZKOŁA - DOPIEWO DWORZEC KOLEJOWY|DOPIEWO DWORZEC KOLEJOWY - WIĘCKOWICE SZKOŁA","WIĘCKOWICE SZKOŁA - Więckowice/Gromadzka - Fiałkowo/Gromadzka - Dopiewo/Więckowska - Dopiewo/Poznańska - Dopiewo/Leśna - DOPIEWO DWORZEC KOLEJOWY^A - kurs do Więckowice Szkoła^B - kurs wydłużony do przystanku: Dopiewo/Ośrodek Zdrowia Kurs z wjazdem na przystanek: Zborowo^O - Kurs wydłużony do przystanku: Dopiewo/Ośrodek Zdrowia^R - kurs wydłużony do przystanku: Dopiewo/Ośrodek Zdrowia Kurs z wjazdem na przystanek: Zborowo,^X - LINIA BEZ OPŁATY ZA PRZEJAZD^Z - Kurs z wjazdem na przystanek: Zborowo|DOPIEWO DWORZEC KOLEJOWY - Dopiewo/Poznańska - Dopiewo/Więckowska - Fiałkowo/Gromadzka - Więckowice/Gromadzka - Więckowice/ - Więckowice/Gromadzka - WIĘCKOWICE SZKOŁA^P - Kurs wydłużony do przystanku: Pokrzywnica/Działki^X - LINIA BEZ OPŁATY ZA PRZEJAZD^Z - Kurs z wjazdem na przystanek: Zborowo",3,FFFFFF,000000
796,14,"796","DĄBROWA KRÓTKA - DĄBRÓWKA SZKOŁA|DĄBRÓWKA SZKOŁA - DĄBROWA KRÓTKA","DĄBROWA KRÓTKA - Dąbrowa/Wiejska - Dąbrowa/Poznańska - Zakrzewo/Gajowa - Zakrzewo/Długa - Dąbrówka/Długa - Dąbrówka/Poznańska - Palędzie/Kolejowa - Dąbrówka/Jałowcowa - DĄBRÓWKA SZKOŁA^# - Kurs z wjazdem na przystanki: Dąbrowa/Rolna i Zakrzewo/Zakrzewska^R - Kurs z wjazdem na przystanek: Dąbrowa/Rolna^X - LINIA BEZ OPŁATY ZA PRZEJAZD|DĄBRÓWKA SZKOŁA - Palędzie/Kolejowa - Dąbrówka/Poznańska - Dąbrówka/Długa - Zakrzewo/Długa - Zakrzewo/Gajowa - Zakrzewo/Poznańska - Dąbrowa/Szkolna - Dąbrowa/Wiejska - DĄBROWA KRÓTKA^# - Kurs z wjazdem na przystanki: Zakrzewo/Zakrzewska i Dąbrowa/Rolna^X - LINIA BEZ OPŁATY ZA PRZEJAZD",3,FFFFFF,000000
797,14,"797","MALWOWA - DOPIEWO DWORZEC KOLEJOWY|DOPIEWO DWORZEC KOLEJOWY - MALWOWA","MALWOWA - Poznańska - Skórzewo/Poznańska - Dąbrówka/Poznańska - Palędzie/Pocztowa - Dopiewiec/Szkolna - Dopiewiec/Poznańska - Dopiewo/Poznańska - Dopiewo/Leśna - DOPIEWO DWORZEC KOLEJOWY^X - LINIA BEZ OPŁATY ZA PRZEJAZD|DOPIEWO DWORZEC KOLEJOWY - Dopiewo/Poznańska - Dopiewiec/Poznańska - Dopiewiec/Szkolna - Palędzie/Pocztowa - Dąbrówka/Poznańska - Skórzewo/Poznańska - Poznańska - MALWOWA^X - LINIA BEZ OPŁATY ZA PRZEJAZD",3,FFFFFF,000000
798,14,"798","SKÓRZEWO WIOSENNA - MALWOWA","SKÓRZEWO WIOSENNA - Skórzewo/ - Skórzewo/Poznańska - Poznańska - MALWOWA^A - kurs do Skórzewo Wiosenna^X - LINIA BEZ OPŁATY ZA PRZEJAZD",3,FFFFFF,000000
